Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,189.699997,196.800003,188.000000,195.100006,193.701157,61669527
2017-01-08,196.699997,201.399994,195.199997,199.699997,198.268158,76456317
2017-01-15,199.699997,200.600006,196.000000,197.699997,196.282501,48759258
2017-01-22,196.399994,205.600006,196.399994,204.399994,202.934464,62657244
2017-01-29,204.399994,208.399994,200.800003,205.000000,203.530167,46264844
2017-02-05,206.399994,207.399994,202.399994,202.600006,201.147369,63066831
2017-02-12,203.000000,215.000000,202.199997,212.199997,210.678543,93406965
2017-02-19,213.199997,216.399994,210.000000,211.199997,209.685715,76601846
2017-02-26,211.000000,213.600006,204.199997,207.199997,205.714401,81697897
2017-03-05,206.600006,213.000000,206.600006,212.399994,210.877106,64275066
2017-03-12,213.000000,222.800003,212.800003,222.000000,220.408295,95136220
2017-03-19,222.000000,229.800003,218.199997,225.199997,223.585327,133944629
2017-03-26,225.199997,230.199997,222.600006,222.800003,221.202545,84652178
2017-04-02,226.000000,228.800003,222.399994,227.199997,225.570999,60736453
2017-04-09,228.000000,233.800003,224.199997,230.600006,228.946625,53326582
2017-04-16,230.600006,239.600006,228.000000,236.399994,234.705017,69811356
2017-04-23,240.000000,245.000000,236.600006,243.399994,241.654831,84692013
2017-04-30,243.399994,248.399994,241.800003,243.800003,242.051971,57946669
2017-05-07,247.199997,259.200012,243.399994,258.200012,256.348724,114722000
2017-05-14,259.600006,271.399994,256.200012,268.399994,266.475586,145857522
2017-05-21,271.600006,280.600006,269.000000,278.000000,276.645996,120130619
2017-05-28,278.000000,278.200012,262.799988,270.000000,268.684967,103913299
2017-06-04,271.799988,283.399994,269.000000,277.399994,276.048920,122113580
2017-06-11,271.200012,277.399994,269.399994,272.600006,271.272308,122782356
2017-06-18,274.799988,283.799988,274.200012,280.200012,278.835297,77926486
2017-06-25,281.000000,288.399994,277.399994,279.200012,277.840179,98702415
2017-07-02,278.399994,280.799988,260.399994,269.000000,267.689850,131418192
2017-07-09,270.000000,286.399994,269.399994,284.799988,283.412872,78080409
2017-07-16,288.000000,300.600006,284.200012,297.000000,295.553436,81634274
2017-07-23,298.000000,308.600006,297.200012,304.799988,303.315460,88925456
2017-07-30,305.399994,317.799988,305.399994,311.399994,309.883331,101582896
2017-08-06,315.399994,333.000000,310.200012,310.600006,309.087219,155376550
2017-08-13,314.000000,341.000000,314.000000,325.799988,324.213165,146718009
2017-08-20,330.000000,333.000000,322.600006,328.399994,326.800507,73678926
2017-08-27,327.000000,332.200012,314.600006,326.200012,324.611237,102953807
2017-09-03,325.000000,326.799988,319.200012,321.799988,320.232635,73672569
2017-09-10,322.799988,340.600006,322.200012,338.799988,337.149872,97550662
2017-09-17,341.000000,349.600006,341.000000,346.200012,344.513824,83259501
2017-09-24,345.200012,345.799988,328.600006,336.200012,334.562561,100727906
2017-10-01,336.200012,353.600006,336.200012,352.000000,350.285583,43581682
2017-10-08,352.000000,353.799988,346.399994,349.200012,347.499237,77723776
2017-10-15,352.000000,356.399994,345.600006,349.600006,347.897278,78385402
2017-10-22,351.600006,352.600006,345.399994,347.799988,346.106018,70163488
2017-10-29,353.000000,368.399994,349.000000,368.000000,366.207672,85828809
2017-11-05,369.600006,398.600006,364.600006,385.399994,383.522888,135671547
