Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,2251.570068,2282.100098,2245.129883,2276.979980,2276.979980,14637130000
2017-01-08,2273.590088,2279.270020,2254.250000,2274.639893,2274.639893,17020210000
2017-01-15,2269.139893,2276.959961,2258.409912,2271.310059,2271.310059,13591180000
2017-01-22,2267.780029,2300.989990,2257.020020,2294.689941,2294.689941,17555940000
2017-01-29,2286.010010,2298.310059,2267.209961,2297.419922,2297.419922,19001010000
2017-02-05,2294.280029,2319.229980,2285.379883,2316.100098,2316.100098,17320440000
2017-02-12,2321.719971,2351.310059,2321.419922,2351.159912,2351.159912,17831660000
2017-02-19,2354.909912,2368.260010,2352.870117,2367.340088,2367.340088,14895280000
2017-02-26,2365.229980,2400.979980,2358.959961,2383.120117,2383.120117,19514510000
2017-03-05,2375.229980,2378.800049,2354.540039,2372.600098,2372.600098,17712480000
2017-03-12,2371.560059,2390.010010,2358.179932,2378.250000,2378.250000,18757070000
2017-03-19,2378.239990,2381.929932,2335.739990,2343.979980,2343.979980,17128980000
2017-03-26,2329.110107,2370.419922,2322.250000,2362.719971,2362.719971,16227480000
2017-04-02,2362.340088,2378.360107,2344.729980,2355.540039,2355.540039,16648230000
2017-04-09,2357.159912,2366.370117,2328.949951,2328.949951,2328.949951,12243670000
2017-04-16,2332.620117,2361.370117,2332.510010,2348.689941,2348.689941,16765230000
2017-04-23,2370.330078,2398.159912,2369.189941,2384.199951,2384.199951,19608540000
2017-04-30,2388.500000,2399.290039,2379.750000,2399.290039,2399.290039,18809590000
2017-05-07,2399.939941,2403.870117,2381.739990,2390.899902,2390.899902,17759610000
2017-05-14,2393.979980,2405.770020,2352.719971,2381.729980,2381.729980,19201970000
2017-05-21,2387.209961,2418.709961,2386.919922,2415.820068,2415.820068,16116730000
2017-05-28,2411.669922,2440.229980,2403.590088,2439.070068,2439.070068,15038090000
2017-06-04,2437.830078,2446.199951,2415.699951,2431.770020,2431.770020,17598940000
2017-06-11,2425.879883,2443.750000,2418.530029,2433.149902,2433.149902,19496610000
2017-06-18,2442.550049,2453.820068,2430.739990,2438.300049,2438.300049,19022570000
2017-06-25,2443.320068,2450.419922,2405.699951,2423.409912,2423.409912,17565550000
2017-07-02,2431.389893,2439.169922,2407.699951,2425.179932,2425.179932,11595360000
2017-07-09,2424.510010,2463.540039,2412.790039,2459.270020,2459.270020,15081810000
2017-07-16,2459.500000,2477.620117,2450.340088,2472.540039,2472.540039,15057410000
2017-07-23,2472.040039,2484.040039,2459.929932,2472.100098,2472.100098,17965610000
2017-07-30,2475.939941,2480.379883,2466.479980,2476.830078,2476.830078,17288810000
2017-08-06,2477.139893,2490.870117,2437.750000,2441.320068,2441.320068,16365480000
2017-08-13,2454.959961,2474.929932,2420.689941,2425.550049,2425.550049,15247600000
2017-08-20,2425.500000,2454.770020,2417.350098,2443.050049,2443.050049,13786300000
2017-08-27,2447.350098,2480.379883,2428.199951,2476.550049,2476.550049,14107780000
2017-09-03,2470.350098,2471.969971,2446.550049,2461.429932,2461.429932,13521090000
2017-09-10,2474.520020,2500.229980,2474.520020,2500.229980,2500.229980,18158360000
2017-09-17,2502.510010,2508.850098,2496.540039,2502.219971,2502.219971,15770230000
2017-09-24,2499.389893,2519.439941,2488.030029,2519.360107,2519.360107,16177570000
2017-10-01,2521.199951,2552.510010,2520.399902,2549.330078,2549.330078,15215390000
2017-10-08,2551.389893,2557.649902,2541.600098,2553.169922,2553.169922,14721510000
2017-10-15,2555.570068,2575.439941,2547.919922,2575.209961,2575.209961,15178860000
2017-10-22,2578.080078,2582.979980,2544.000000,2581.070068,2581.070068,18269710000
2017-10-29,2577.750000,2588.419922,2566.169922,2587.840088,2587.840088,18915260000
2017-11-05,2587.469971,2597.020020,2566.330078,2582.300049,2582.300049,18566610000
2017-11-12,2576.530029,2590.090088,2557.449951,2578.850098,2578.850098,17216450000
2017-11-19,2579.489990,2604.209961,2578.239990,2602.419922,2602.419922,10448990000
2017-11-26,2602.659912,2657.739990,2598.870117,2642.219971,2642.219971,19454370000
2017-12-03,2657.189941,2665.189941,2624.750000,2651.500000,2651.500000,17189740000
2017-12-10,2652.189941,2679.629883,2651.469971,2675.810059,2675.810059,19343950000
2017-12-17,2685.919922,2694.969971,2676.110107,2683.340088,2683.340088,16007500000
2017-12-24,2679.090088,2692.120117,2673.610107,2673.610107,2673.610107,8767680000
2017-12-31,2683.729980,2743.449951,2682.360107,2743.149902,2743.149902,13837790000
2018-01-07,2742.669922,2787.850098,2736.060059,2786.239990,2786.239990,17487770000
2018-01-14,2798.959961,2810.330078,2768.639893,2810.300049,2810.300049,15424920000
2018-01-21,2809.159912,2872.870117,2808.120117,2872.870117,2872.870117,18283880000
2018-01-28,2867.229980,2870.620117,2759.969971,2762.129883,2762.129883,20065340000
2018-02-04,2741.060059,2763.389893,2532.689941,2619.550049,2619.550049,26787200000
2018-02-11,2636.750000,2754.419922,2622.449951,2732.219971,2732.219971,18854770000
2018-02-18,2722.989990,2747.760010,2697.770020,2747.300049,2747.300049,14297470000
