Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,757.919983,799.440002,747.700012,795.989990,795.989990,17847900
2017-01-08,798.000000,821.650024,789.510010,817.140015,817.140015,17663100
2017-01-15,815.700012,816.020020,803.440002,808.330017,808.330017,11941700
2017-01-22,806.799988,843.840027,805.080017,835.770020,835.770020,16276800
2017-01-29,833.000000,842.489990,804.000000,810.200012,810.200012,28954000
2017-02-05,809.799988,828.000000,803.000000,827.460022,827.460022,15135900
2017-02-12,831.619995,847.270020,828.549988,845.070007,845.070007,15760900
2017-02-19,848.840027,860.859985,837.750000,845.239990,845.239990,13274700
2017-02-26,842.380005,854.830017,839.669983,849.880005,849.880005,12340600
2017-03-05,845.229980,857.349976,841.119995,852.460022,852.460022,11629100
2017-03-12,851.770020,855.690002,847.109985,852.309998,852.309998,11829200
2017-03-19,851.510010,862.799988,839.049988,845.609985,845.609985,13415600
2017-03-26,838.070007,890.349976,833.500000,886.539978,886.539978,17003500
2017-04-02,888.000000,923.719971,885.419983,894.880005,894.880005,25970400
2017-04-09,899.630005,911.239990,884.489990,884.669983,884.669983,11827700
2017-04-16,887.500000,910.500000,887.500000,898.530029,898.530029,13959000
2017-04-23,908.679993,949.590027,903.000000,924.989990,924.989990,21782600
2017-04-30,927.799988,954.400024,927.799988,934.150024,934.150024,18182800
2017-05-07,940.950012,962.789978,939.210022,961.349976,961.349976,14594300
2017-05-14,958.729980,970.059998,944.119995,959.840027,959.840027,20453700
2017-05-21,964.000000,999.000000,962.900024,995.780029,995.780029,15795000
2017-05-28,996.510010,1008.479980,982.159973,1006.729980,1006.729980,13383300
2017-06-04,1007.229980,1016.500000,927.000000,978.309998,978.309998,19304900
2017-06-11,967.000000,999.750000,945.000000,987.710022,987.710022,34848700
2017-06-18,1017.000000,1017.000000,989.900024,1003.739990,1003.739990,17175200
2017-06-25,1008.500000,1009.799988,965.250000,968.000000,968.000000,18599500
2017-07-02,972.789978,980.109985,951.000000,978.760010,978.760010,12465100
2017-07-09,985.000000,1008.549988,983.500000,1001.809998,1001.809998,15120900
2017-07-16,1004.690002,1034.969971,1003.809998,1025.670044,1025.670044,16516300
2017-07-23,1028.339966,1083.310059,1001.000000,1020.039978,1020.039978,27358000
2017-07-30,1019.049988,1019.049988,981.729980,987.580017,987.580017,21980800
2017-08-06,990.650024,996.280029,951.380005,967.989990,967.989990,18301200
2017-08-13,978.409973,991.739990,954.650024,958.469971,958.469971,15651500
2017-08-20,957.570007,967.929993,941.140015,945.260010,945.260010,17103300
2017-08-27,946.539978,984.500000,936.330017,978.250000,978.250000,14243000
2017-09-03,975.400024,980.590027,960.369995,965.900024,965.900024,10185200
2017-09-10,974.460022,1000.000000,974.219971,986.789978,986.789978,15716000
2017-09-17,990.400024,992.789978,954.419983,955.099976,955.099976,13950600
2017-09-24,949.309998,964.830017,931.750000,961.349976,961.349976,16904100
2017-10-01,964.000000,995.750000,950.369995,989.580017,989.580017,14648200
2017-10-08,993.239990,1008.440002,980.099976,1002.940002,1002.940002,14859400
2017-10-15,1008.440002,1022.309998,980.239990,982.909973,982.909973,12301600
2017-10-22,986.729980,1105.579956,962.500000,1100.949951,1100.949951,31434800
2017-10-29,1095.010010,1122.790039,1086.869995,1111.599976,1111.599976,21282000
2017-11-05,1109.150024,1135.540039,1108.770020,1125.349976,1125.349976,14564200
2017-11-12,1123.000000,1139.900024,1121.630005,1129.880005,1129.880005,14612200
2017-11-19,1129.770020,1186.839966,1122.550049,1186.000000,1186.000000,11726600
2017-11-26,1202.660034,1213.410034,1145.189941,1162.349976,1162.349976,29177200
2017-12-03,1173.849976,1175.199951,1124.739990,1162.000000,1162.000000,18426700
2017-12-10,1164.599976,1182.750000,1157.000000,1179.140015,1179.140015,15209100
2017-12-17,1187.369995,1194.780029,1167.640015,1168.359985,1168.359985,11614800
2017-12-24,1168.359985,1190.099976,1160.550049,1169.469971,1169.469971,8402500
2017-12-31,1172.000000,1229.140015,1170.510010,1229.140015,1229.140015,12370100
2018-01-07,1236.000000,1305.760010,1232.030029,1305.199951,1305.199951,19195500
2018-01-14,1323.000000,1339.939941,1280.880005,1294.579956,1294.579956,21079900
2018-01-21,1297.170044,1402.530029,1296.660034,1402.050049,1402.050049,25727200
2018-01-28,1409.180054,1498.000000,1385.140015,1429.949951,1429.949951,38238000
2018-02-04,1402.619995,1460.989990,1265.930054,1339.599976,1339.599976,52444600
2018-02-11,1364.670044,1468.939941,1344.010010,1448.689941,1448.689941,28741300
2018-02-18,1446.489990,1503.489990,1446.489990,1500.000000,1500.000000,22079800
2018-02-25,1509.199951,1528.699951,1455.010010,1500.250000,1500.250000,27701600
2018-03-04,1494.239990,1578.939941,1481.000000,1578.890015,1578.890015,22366600
2018-03-11,1592.599976,1617.540039,1567.500000,1571.680054,1571.680054,25460200
2018-03-18,1554.530029,1590.000000,1495.359985,1495.560059,1495.560059,30239800
2018-03-25,1530.000000,1575.969971,1365.199951,1447.339966,1447.339966,38910700
2018-04-01,1417.619995,1459.560059,1352.880005,1405.229980,1405.229980,39972900
2018-04-08,1425.030029,1459.780029,1402.569946,1430.790039,1430.790039,18865100
2018-04-15,1445.000000,1568.520020,1427.479980,1527.489990,1527.489990,25215800
2018-04-22,1546.689941,1638.099976,1415.020020,1572.619995,1572.619995,40401700
2018-04-29,1582.500000,1596.000000,1546.020020,1580.949951,1580.949951,22092000
2018-05-06,1589.339966,1615.599976,1582.510010,1602.910034,1602.910034,15588500
2018-05-13,1604.000000,1611.180054,1565.219971,1574.369995,1574.369995,14947800
2018-05-20,1585.000000,1614.119995,1566.339966,1610.150024,1610.150024,14531100
2018-05-27,1600.709961,1646.729980,1600.150024,1641.540039,1641.540039,13233600
2018-06-03,1648.900024,1714.500000,1645.489990,1683.989990,1683.989990,20163900
2018-06-10,1681.510010,1724.800049,1680.589966,1715.969971,1715.969971,15874200
2018-06-17,1706.260010,1763.099976,1700.390015,1715.670044,1715.670044,20746600
2018-06-24,1702.510010,1723.410034,1646.310059,1699.800049,1699.800049,25843200
2018-07-01,1682.699951,1725.000000,1678.060059,1710.630005,1710.630005,10996400
2018-07-08,1724.050049,1815.300049,1716.229980,1813.030029,1813.030029,18140600
2018-07-15,1821.949951,1858.880005,1797.380005,1813.699951,1813.699951,24572300
2018-07-22,1812.209961,1880.050049,1769.989990,1817.270020,1817.270020,31510800
2018-07-29,1827.329956,1841.000000,1739.319946,1823.290039,1823.290039,24269300
2018-08-05,1825.810059,1914.569946,1818.920044,1886.300049,1886.300049,19232600
2018-08-12,1898.500000,1925.000000,1855.550049,1882.219971,1882.219971,25279700
2018-08-19,1890.569946,1919.500000,1866.060059,1905.390015,1905.390015,15412000
2018-08-26,1915.000000,2025.569946,1909.280029,2012.709961,2012.709961,24683200
2018-09-02,2026.500000,2050.500000,1935.209961,1952.069946,1952.069946,26323000
2018-09-09,1971.000000,2008.760010,1917.000000,1970.189941,1970.189941,21255900
2018-09-16,1954.729980,1958.199951,1887.410034,1915.010010,1915.010010,25386500
2018-09-23,1903.790039,2026.520020,1865.000000,2003.000000,2003.000000,21480100
2018-09-30,2021.989990,2033.189941,1862.829956,1889.650024,1889.650024,28193600
2018-10-07,1874.000000,1902.000000,1685.099976,1788.609985,1788.609985,46535500
2018-10-14,1795.000000,1845.000000,1734.229980,1764.030029,1764.030029,29373500
2018-10-21,1784.000000,1809.500000,1603.000000,1642.810059,1642.810059,43401800
2018-10-28,1660.000000,1697.439941,1476.359985,1665.530029,1665.530029,50807400
2018-11-04,1657.569946,1784.000000,1596.359985,1712.430054,1712.430054,30511400
2018-11-11,1698.239990,1708.550049,1546.510010,1593.410034,1593.410034,33719800
2018-11-18,1577.010010,1581.189941,1420.000000,1502.060059,1502.060059,27093200
2018-11-25,1539.000000,1696.000000,1524.219971,1690.170044,1690.170044,32874600
2018-12-02,1769.459961,1778.339966,1609.849976,1629.130005,1629.130005,31922300
2018-12-09,1623.839966,1704.989990,1585.000000,1591.910034,1591.910034,31976000
2018-12-16,1566.000000,1584.530029,1363.959961,1377.449951,1377.449951,47777100
2018-12-23,1346.000000,1513.469971,1307.000000,1478.020020,1478.020020,36182800
2018-12-30,1510.800049,1594.000000,1460.930054,1575.390015,1575.390015,31095800
2019-01-06,1602.310059,1676.609985,1589.189941,1640.560059,1640.560059,34417300
2019-01-13,1615.000000,1716.199951,1595.150024,1696.199951,1696.199951,28600700
2019-01-20,1681.000000,1683.479980,1610.199951,1670.569946,1670.569946,20677800
2019-01-27,1643.589966,1736.410034,1590.719971,1626.229980,1626.229980,37670800
2019-02-03,1623.000000,1672.260010,1566.760010,1588.219971,1588.219971,23606200
2019-02-10,1600.979980,1656.380005,1586.000000,1607.949951,1607.949951,20200600
2019-02-17,1601.000000,1634.939941,1600.560059,1631.560059,1631.560059,13598900
2019-02-24,1641.449951,1674.260010,1615.099976,1671.729980,1671.729980,16999900
2019-03-03,1685.000000,1709.430054,1586.569946,1620.800049,1620.800049,23468900
2019-03-10,1626.119995,1718.800049,1626.010010,1712.359985,1712.359985,21540400
2019-03-17,1712.699951,1823.750000,1712.630005,1764.770020,1764.770020,30189700
2019-03-24,1757.790039,1805.770020,1745.680054,1780.750000,1780.750000,20658300
2019-03-31,1800.109985,1838.579956,1798.729980,1837.280029,1837.280029,18931900
2019-04-07,1833.229980,1853.089966,1825.109985,1843.060059,1843.060059,16200400
2019-04-14,1842.000000,1876.469971,1818.900024,1861.689941,1861.689941,12412400
2019-04-21,1855.400024,1951.000000,1845.640015,1950.630005,1950.630005,26221700
2019-04-28,1949.000000,1964.400024,1881.869995,1962.459961,1962.459961,20988800
2019-05-05,1917.979980,1959.000000,1856.000000,1889.979980,1889.979980,26424800
2019-05-12,1836.560059,1917.510010,1815.750000,1869.000000,1869.000000,24549500
2019-05-19,1852.689941,1879.000000,1804.199951,1823.280029,1823.280029,18533900
2019-05-26,1832.750000,1849.270020,1772.699951,1775.069946,1775.069946,15244700
2019-06-02,1760.010010,1806.250000,1672.000000,1804.030029,1804.030029,27515100
2019-06-09,1822.000000,1893.699951,1818.000000,1869.670044,1869.670044,17735200
2019-06-16,1876.500000,1935.199951,1875.449951,1911.300049,1911.300049,16576100
2019-06-23,1912.660034,1916.859985,1872.420044,1893.630005,1893.630005,12916300
2019-06-30,1922.979980,1945.900024,1906.630005,1942.910034,1942.910034,10167900
2019-07-07,1934.119995,2035.800049,1928.250000,2011.000000,2011.000000,18988100
2019-07-14,2021.400024,2026.319946,1951.550049,1964.520020,1964.520020,14848200
2019-07-21,1971.140015,2001.300049,1924.510010,1943.050049,1943.050049,17298400
2019-07-28,1930.000000,1932.229980,1808.020020,1823.239990,1823.239990,21544300
2019-08-04,1770.219971,1834.260010,1748.780029,1807.579956,1807.579956,22186200
2019-08-11,1795.989990,1831.739990,1757.219971,1792.569946,1792.569946,18570200
2019-08-18,1818.079956,1829.579956,1745.229980,1749.619995,1749.619995,14701900
2019-08-25,1766.910034,1799.739990,1743.510010,1776.290039,1776.290039,14593200
2019-09-01,1770.000000,1842.000000,1768.000000,1833.510010,1833.510010,11674800
2019-09-08,1841.000000,1853.660034,1805.339966,1839.339966,1839.339966,12841000
2019-09-15,1824.020020,1832.569946,1780.920044,1794.160034,1794.160034,15536900
2019-09-22,1777.000000,1795.709961,1713.819946,1725.449951,1725.449951,18475500
2019-09-29,1726.989990,1755.599976,1685.060059,1739.650024,1739.650024,14970400
2019-10-06,1731.630005,1747.829956,1705.000000,1731.920044,1731.920044,12570400
2019-10-13,1728.910034,1798.849976,1722.000000,1757.510010,1757.510010,13795200
2019-10-20,1769.660034,1789.780029,1695.000000,1761.329956,1761.329956,20452800
2019-10-27,1748.060059,1797.449951,1742.500000,1791.439941,1791.439941,14006800
