Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,89.000000,94.809998,88.080002,93.889999,93.889999,44740900
2017-01-08,94.160004,97.903999,93.309998,96.269997,96.269997,53471800
2017-01-15,96.320000,97.150002,95.000000,96.059998,96.059998,29728900
2017-01-22,96.480003,104.570000,96.260002,102.070000,102.070000,95130400
2017-01-29,101.199997,102.379997,100.059998,100.389999,100.389999,33455400
2017-02-05,100.169998,104.180000,100.019997,102.360001,102.360001,38816900
2017-02-12,102.820000,104.440002,100.110001,100.519997,100.519997,48076300
2017-02-19,101.029999,105.199997,100.910004,102.949997,102.949997,41421200
2017-02-26,102.500000,104.989998,102.029999,103.309998,103.309998,39519100
2017-03-05,102.760002,104.290001,102.099998,103.389999,103.389999,26986900
2017-03-12,103.519997,106.500000,102.599998,105.610001,105.610001,56786600
2017-03-19,106.230003,109.129997,103.980003,108.040001,108.040001,54467800
2017-03-26,106.650002,110.449997,106.510002,107.830002,107.830002,42565400
2017-04-02,108.849998,109.470001,106.760002,108.989998,108.989998,36642900
2017-04-09,109.000000,111.879997,108.839996,110.209999,110.209999,39767500
2017-04-16,110.910004,113.599998,110.300003,113.110001,113.110001,47778800
2017-04-23,114.040001,115.989998,114.019997,115.500000,115.500000,47926400
2017-04-30,115.629997,118.690002,114.800003,116.040001,116.040001,42048600
2017-05-07,116.900002,120.500000,116.199997,120.339996,120.339996,52228500
2017-05-14,121.029999,126.400002,114.000000,123.220001,123.220001,107405900
2017-05-21,124.980003,125.675003,121.949997,123.989998,123.989998,56280200
2017-05-28,124.080002,124.879997,122.000000,124.129997,124.129997,36169100
2017-06-04,124.019997,148.289993,123.870003,139.440002,139.440002,164468200
2017-06-11,139.169998,142.244003,133.100006,134.869995,134.869995,172860900
2017-06-18,137.809998,144.679993,137.399994,143.009995,143.009995,110100300
2017-06-25,144.029999,145.360001,137.520004,140.899994,140.899994,89369700
2017-07-02,141.750000,145.000000,139.494995,142.429993,142.429993,43951900
2017-07-09,143.000000,152.250000,142.250000,151.830002,151.830002,61980000
2017-07-16,153.529999,156.410004,150.309998,151.889999,151.889999,75744300
2017-07-23,152.770004,160.389999,150.850006,157.559998,157.559998,74083600
2017-07-30,158.899994,159.389999,149.100006,153.330002,153.330002,71818000
2017-08-06,154.830002,159.839996,147.500000,151.699997,151.699997,84002400
2017-08-13,154.770004,169.500000,153.100006,167.500000,167.500000,142888600
2017-08-20,168.289993,177.000000,166.979996,171.740005,171.740005,113753100
2017-08-27,171.149994,172.899994,164.350006,171.039993,171.039993,89626600
2017-09-03,169.470001,171.929993,167.000000,169.000000,169.000000,62419100
